customerID,gender,Partner,Dependents,tenure,PhoneService,InternetService,StreamingTV,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,Churn,SeniorCitizen
4291-YZODP,Female,No,Yes,7,Yes,No,No internet service,One year,No,Mailed check,20.05,No,0
4395-PZMSN,Male,No,No,5,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,85.55,No,1
6427-FEFIG,Female,Yes,Yes,24,Yes,DSL,Yes,Two year,No,Credit card (automatic),78.6,No,0
0017-IUDMW,Female,Yes,Yes,72,Yes,Fiber optic,Yes,Two year,Yes,Credit card (automatic),116.8,No,0
8706-HRADD,Male,No,No,21,No,DSL,Yes,Month-to-month,Yes,Mailed check,43.55,No,0
9955-QOPOY,Male,Yes,No,69,No,DSL,Yes,One year,Yes,Credit card (automatic),60.8,No,0
4385-ZKVNW,Male,Yes,Yes,44,Yes,DSL,No,Month-to-month,Yes,Bank transfer (automatic),54.9,No,0
5446-DKWYW,Female,Yes,Yes,61,Yes,DSL,Yes,One year,Yes,Electronic check,65.2,No,1
2034-CGRHZ,Male,No,No,24,Yes,Fiber optic,Yes,Month-to-month,Yes,Credit card (automatic),102.95,Yes,1
5797-APWZC,Female,No,No,1,Yes,Fiber optic,Yes,Month-to-month,No,Electronic check,90.6,Yes,0
3683-QKIUE,Female,No,No,6,Yes,DSL,No,Month-to-month,Yes,Bank transfer (automatic),50.8,Yes,0
4228-ZGYUW,Male,No,No,4,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,90.05,Yes,0
9031-ZVQPT,Male,Yes,No,72,Yes,Fiber optic,Yes,Two year,Yes,Electronic check,108.2,No,0
2990-IAJSV,Male,No,No,72,Yes,DSL,Yes,Two year,No,Bank transfer (automatic),92,No,0
8107-KNCIM,Male,Yes,No,14,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,75.1,No,1
9027-YFHQJ,Male,No,No,7,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.05,No,0
5176-LDKUH,Female,No,No,48,Yes,Fiber optic,No,One year,No,Electronic check,75.15,No,0
4644-OBGFZ,Male,Yes,Yes,55,Yes,No,No internet service,One year,No,Mailed check,19.5,No,0
7926-IJOOU,Male,No,No,1,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),19.3,No,0
6480-YAGIY,Male,No,No,45,Yes,Fiber optic,Yes,One year,No,Credit card (automatic),112.2,No,0
4029-HPFVY,Male,No,No,3,Yes,Fiber optic,No,Month-to-month,Yes,Mailed check,70.3,No,0
7602-DBTOU,Female,Yes,No,71,Yes,No,No internet service,Two year,No,Mailed check,19.6,No,0
5345-BMKWB,Male,Yes,No,8,Yes,No,No internet service,Month-to-month,No,Mailed check,20.25,No,0
3519-ZKXGG,Female,Yes,No,3,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,75.85,Yes,0
5457-COLHT,Male,Yes,Yes,69,Yes,DSL,Yes,Two year,No,Bank transfer (automatic),80.65,No,0
6416-TVAIH,Male,Yes,Yes,1,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,68.5,Yes,0
5451-YHYPW,Female,Yes,No,72,Yes,Fiber optic,Yes,Two year,Yes,Credit card (automatic),115.75,No,1
5108-ADXWO,Male,No,No,11,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,73.5,Yes,0
7998-WNZEM,Male,No,No,71,Yes,DSL,No,Two year,No,Bank transfer (automatic),80.6,No,0
3066-RRJIO,Female,No,No,1,Yes,Fiber optic,No,Month-to-month,Yes,Mailed check,69.95,Yes,0
4664-NJCMS,Female,Yes,No,33,No,DSL,Yes,Two year,No,Bank transfer (automatic),59.55,No,0
0307-BCOPK,Female,No,No,16,Yes,No,No internet service,One year,No,Mailed check,19.05,No,0
7629-WFGLW,Female,Yes,No,56,Yes,Fiber optic,No,One year,No,Electronic check,95.65,No,1
2542-HYGIQ,Female,No,No,1,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),19.95,No,0
6715-OFDBP,Male,No,No,5,Yes,DSL,Yes,Month-to-month,Yes,Electronic check,70.05,Yes,0
5016-LIPDW,Male,Yes,Yes,57,Yes,No,No internet service,One year,No,Mailed check,19.4,No,0
6481-LXPWL,Male,Yes,Yes,56,No,DSL,No,One year,Yes,Credit card (automatic),36.1,No,0
1567-DSCIC,Male,No,No,8,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,94,Yes,0
2150-UWTFY,Female,Yes,Yes,22,Yes,DSL,No,Month-to-month,No,Mailed check,61.15,Yes,0
6124-ACRHJ,Female,No,No,1,Yes,No,No internet service,Month-to-month,No,Mailed check,19.75,No,0
9362-MWODR,Female,No,Yes,40,Yes,DSL,Yes,Month-to-month,Yes,Credit card (automatic),64.1,No,0
9975-GPKZU,Male,Yes,Yes,46,Yes,No,No internet service,Two year,No,Credit card (automatic),19.75,No,0
9625-RZFUK,Male,Yes,Yes,63,Yes,No,No internet service,Two year,No,Mailed check,19.7,No,0
5153-LXKDT,Male,Yes,Yes,68,Yes,Fiber optic,Yes,Two year,Yes,Electronic check,110.2,No,0
5161-UBZXI,Male,Yes,Yes,69,Yes,Fiber optic,Yes,Two year,Yes,Credit card (automatic),106.35,No,0
1020-JPQOW,Female,Yes,No,56,Yes,Fiber optic,No,Month-to-month,No,Electronic check,90.55,No,0
7919-ZODZZ,Female,Yes,Yes,10,Yes,DSL,No,One year,Yes,Mailed check,65.9,No,0
0565-JUPYD,Male,No,No,63,Yes,Fiber optic,Yes,One year,No,Credit card (automatic),104.5,No,0
6867-ACCZI,Female,Yes,Yes,24,No,DSL,No,Two year,Yes,Mailed check,52.5,No,0
5939-XAIXZ,Female,No,No,19,Yes,DSL,No,Month-to-month,Yes,Mailed check,56.1,No,0
9054-FOWNV,Male,Yes,Yes,22,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,88.75,No,0
2683-BPJSO,Male,Yes,No,29,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,84.45,Yes,0
2157-MXBJS,Male,Yes,No,13,Yes,DSL,Yes,One year,Yes,Mailed check,75.3,Yes,0
8207-VVMYB,Female,Yes,No,70,Yes,No,No internet service,Two year,Yes,Bank transfer (automatic),26,No,0
9732-EQMWY,Female,Yes,No,49,Yes,Fiber optic,Yes,Month-to-month,No,Electronic check,99.4,No,0
9360-AHGNL,Female,Yes,No,43,Yes,Fiber optic,Yes,One year,Yes,Mailed check,109.55,Yes,1
1087-UDSIH,Female,No,No,3,Yes,No,No internet service,Month-to-month,Yes,Mailed check,19.6,Yes,0
5269-NRGDP,Male,Yes,Yes,42,Yes,DSL,Yes,One year,No,Electronic check,73.15,No,0
6195-MELTI,Male,No,No,57,Yes,DSL,No,One year,Yes,Mailed check,54.65,No,0
5485-WUYWF,Male,No,No,2,Yes,DSL,Yes,Month-to-month,No,Bank transfer (automatic),66.4,Yes,1
2121-JAFOM,Female,Yes,No,72,Yes,Fiber optic,Yes,Two year,Yes,Credit card (automatic),115.55,No,0
8818-DOPVL,Female,No,No,46,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,104.45,No,1
2632-UCGVD,Male,Yes,No,66,Yes,Fiber optic,Yes,Month-to-month,Yes,Credit card (automatic),100.05,Yes,1
5445-PZWGX,Male,No,No,62,Yes,Fiber optic,No,One year,No,Electronic check,102,Yes,0
1227-UDMZR,Female,Yes,No,72,Yes,DSL,Yes,Two year,Yes,Bank transfer (automatic),91.15,No,0
5198-HQAEN,Male,Yes,Yes,35,Yes,Fiber optic,Yes,One year,Yes,Electronic check,89.7,No,0
9170-CCKOU,Male,Yes,No,17,Yes,Fiber optic,No,Month-to-month,No,Credit card (automatic),90.2,Yes,0
2167-FQSTQ,Female,Yes,No,72,Yes,DSL,Yes,Two year,Yes,Electronic check,92.4,No,0
2819-GWENI,Female,Yes,Yes,28,Yes,No,No internet service,One year,No,Mailed check,19.9,No,0
1043-YCUTE,Male,Yes,No,56,Yes,No,No internet service,Two year,Yes,Credit card (automatic),25.15,Yes,0
3814-MLAXC,Female,No,No,31,Yes,Fiber optic,No,Month-to-month,Yes,Credit card (automatic),79.85,Yes,0
3572-UUHRS,Male,No,No,45,Yes,No,No internet service,One year,No,Bank transfer (automatic),18.85,No,0
2692-PFYTJ,Female,No,No,1,Yes,No,No internet service,Month-to-month,Yes,Mailed check,25.75,No,0
1226-UDFZR,Female,No,No,2,Yes,DSL,No,Month-to-month,Yes,Mailed check,49.6,Yes,0
5955-EPOAZ,Female,No,No,6,Yes,No,No internet service,Month-to-month,Yes,Mailed check,20.95,No,0
6821-JPCDC,Female,Yes,No,48,Yes,Fiber optic,Yes,One year,Yes,Electronic check,97.05,No,0
8815-LMFLX,Male,Yes,Yes,25,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.4,No,0
9135-HSWOC,Male,Yes,Yes,64,Yes,No,No internet service,Two year,Yes,Bank transfer (automatic),19.7,No,0
8582-KRHPJ,Male,No,No,50,No,DSL,No,Month-to-month,Yes,Mailed check,35,No,0
5811-IWXYM,Female,Yes,Yes,52,Yes,Fiber optic,Yes,One year,No,Bank transfer (automatic),101.25,No,0
7044-YAACC,Male,Yes,No,4,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,70.2,No,1
8189-XRIKE,Female,No,No,32,Yes,Fiber optic,Yes,Month-to-month,No,Electronic check,90.95,No,1
1506-YJTYT,Male,Yes,Yes,45,Yes,DSL,Yes,Two year,No,Credit card (automatic),73.85,No,0
4123-DVHPH,Male,Yes,No,9,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,88.05,No,0
6425-YQLLO,Female,Yes,No,66,Yes,Fiber optic,Yes,One year,Yes,Credit card (automatic),105.95,Yes,1
5442-UTCVD,Male,No,Yes,3,Yes,Fiber optic,No,Month-to-month,No,Electronic check,91.85,Yes,0
2228-BZDEE,Female,No,No,54,Yes,No,No internet service,Two year,No,Mailed check,20.1,No,0
7734-DBOAI,Female,Yes,Yes,1,No,DSL,Yes,Month-to-month,No,Electronic check,40.1,Yes,0
2789-CZANW,Female,Yes,Yes,64,Yes,Fiber optic,Yes,Two year,No,Bank transfer (automatic),110.3,No,0
2091-RFFBA,Female,No,No,31,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,73.9,Yes,1
2114-MGINA,Female,No,No,14,Yes,Fiber optic,Yes,Month-to-month,Yes,Mailed check,89.8,Yes,0
7596-LDUXP,Female,No,No,12,Yes,Fiber optic,Yes,One year,Yes,Credit card (automatic),85.15,No,0
3740-RLMVT,Male,Yes,No,67,Yes,DSL,No,One year,Yes,Bank transfer (automatic),60.95,No,1
4489-SNOJF,Female,Yes,Yes,35,Yes,DSL,Yes,Month-to-month,No,Electronic check,72.25,Yes,0
2192-OZITF,Female,No,No,45,Yes,DSL,No,Two year,No,Mailed check,73.55,No,0
5651-CPDND,Male,No,No,10,Yes,DSL,No,Month-to-month,No,Mailed check,46,No,0
2186-QZEYA,Female,No,No,29,Yes,DSL,No,Month-to-month,Yes,Bank transfer (automatic),58.55,No,1
1131-ALZWV,Female,No,No,24,Yes,No,No internet service,One year,No,Bank transfer (automatic),24.6,No,0
7729-XBTWX,Male,Yes,Yes,66,Yes,No,No internet service,Two year,Yes,Mailed check,19.75,No,0
9134-WYRVP,Male,No,No,51,Yes,Fiber optic,Yes,One year,No,Mailed check,86.35,No,0
3284-SVCRO,Female,Yes,No,45,Yes,No,No internet service,Two year,No,Mailed check,25.5,No,0
9732-OUYRN,Female,Yes,No,49,Yes,No,No internet service,One year,No,Credit card (automatic),19,No,0
0559-CKHUS,Female,Yes,No,29,Yes,No,No internet service,Two year,Yes,Mailed check,19.55,No,0
2931-SVLTV,Male,Yes,Yes,40,Yes,Fiber optic,Yes,Month-to-month,Yes,Credit card (automatic),110.1,No,0
6899-PPEEA,Female,No,No,37,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,96.55,Yes,1
7504-UWHNB,Male,No,No,25,Yes,Fiber optic,No,Month-to-month,No,Electronic check,69.75,No,0
2582-FFFZR,Female,No,No,22,No,DSL,Yes,Month-to-month,Yes,Electronic check,50.6,No,0
8908-NMQTX,Male,No,No,72,No,DSL,Yes,Two year,Yes,Bank transfer (automatic),65.6,No,0
2187-LZGPL,Female,No,No,7,No,DSL,No,Month-to-month,Yes,Credit card (automatic),40.1,Yes,0
1431-AIDJQ,Male,Yes,Yes,33,Yes,DSL,Yes,Two year,No,Credit card (automatic),82.1,No,0
6288-LBEAR,Female,No,No,23,Yes,Fiber optic,No,Month-to-month,Yes,Mailed check,79.1,No,0
4597-NUCQV,Male,No,No,24,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,101.25,Yes,1
9019-QVLZD,Female,No,No,1,Yes,Fiber optic,Yes,Month-to-month,No,Electronic check,79.55,Yes,0
8413-YNHNV,Male,No,No,69,Yes,DSL,Yes,Two year,No,Mailed check,90.65,No,0
5808-TOTXO,Female,No,Yes,3,Yes,No,No internet service,One year,Yes,Credit card (automatic),20.55,No,0
4369-NYSCF,Male,No,No,56,Yes,DSL,Yes,One year,Yes,Bank transfer (automatic),75.75,No,0
6333-YDVLT,Male,No,No,65,Yes,Fiber optic,Yes,One year,Yes,Credit card (automatic),110,No,0
5324-KTGCG,Male,Yes,No,71,Yes,No,No internet service,One year,No,Electronic check,20.85,No,0
5599-HVLTW,Female,No,No,14,Yes,Fiber optic,No,Month-to-month,Yes,Bank transfer (automatic),80.35,No,1
7394-LWLYN,Female,No,No,2,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,70.15,No,0
3707-LRWZD,Female,No,No,32,Yes,Fiber optic,Yes,One year,No,Electronic check,84.05,Yes,0
6873-UDNLD,Male,No,No,40,Yes,DSL,No,Month-to-month,No,Electronic check,67.45,No,0
2700-LUEVA,Male,No,No,1,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),20.75,No,0
1455-ESIQH,Male,No,No,1,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,89.1,Yes,0
0958-YHXGP,Female,No,No,7,Yes,Fiber optic,No,Month-to-month,Yes,Mailed check,69.9,No,0
1101-SSWAG,Female,Yes,No,15,Yes,DSL,No,Month-to-month,Yes,Electronic check,51.1,No,0
2979-SXESE,Female,Yes,Yes,17,Yes,Fiber optic,Yes,Month-to-month,No,Electronic check,94.4,Yes,0
4013-TLDHQ,Male,No,No,19,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,78.25,Yes,0
5743-KHMNA,Male,No,No,71,Yes,No,No internet service,Two year,No,Bank transfer (automatic),25.55,No,0
4194-FJARJ,Female,Yes,Yes,54,Yes,DSL,No,Two year,No,Bank transfer (automatic),60,No,0
5325-UWTWJ,Male,Yes,No,31,Yes,Fiber optic,No,Month-to-month,Yes,Credit card (automatic),90.55,No,0
3969-GYXEL,Female,No,No,11,Yes,Fiber optic,No,Month-to-month,No,Electronic check,76.4,No,0
9208-OLGAQ,Female,No,No,18,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,84.95,No,1
3244-CQPHU,Female,No,No,72,Yes,Fiber optic,Yes,Two year,Yes,Bank transfer (automatic),110.1,No,1
2674-MLXMN,Female,No,No,71,Yes,Fiber optic,Yes,Month-to-month,Yes,Credit card (automatic),99.65,No,1
9708-HPXWZ,Male,No,No,5,No,DSL,Yes,Month-to-month,No,Credit card (automatic),45.4,No,1
6992-TKNYO,Male,Yes,No,38,Yes,DSL,No,One year,No,Credit card (automatic),69,No,0
4468-YDOVK,Male,No,Yes,5,Yes,DSL,No,Month-to-month,Yes,Bank transfer (automatic),48.65,No,0
3754-DXMRT,Male,No,No,2,Yes,DSL,No,Month-to-month,Yes,Electronic check,44.15,Yes,1
5792-JALQC,Female,No,No,52,Yes,DSL,No,Two year,No,Bank transfer (automatic),59.85,No,1
7130-VTEWQ,Female,No,No,8,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,75.75,Yes,1
2200-DSAAL,Female,No,No,68,Yes,DSL,Yes,Two year,Yes,Electronic check,80.65,No,0
4302-ZYFEL,Male,Yes,Yes,69,Yes,No,No internet service,One year,Yes,Credit card (automatic),20.55,No,0
9351-LZYGF,Female,Yes,No,42,Yes,DSL,No,Month-to-month,Yes,Credit card (automatic),66.4,No,0
4366-CTOUZ,Female,No,No,50,Yes,Fiber optic,Yes,Two year,Yes,Mailed check,100.2,No,0
6121-VZNQB,Female,No,No,1,Yes,No,No internet service,Month-to-month,Yes,Mailed check,19.1,Yes,0
7903-CMPEY,Male,Yes,No,1,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,80.3,Yes,1
1518-OMDIK,Male,Yes,No,33,Yes,DSL,No,Month-to-month,Yes,Credit card (automatic),44.55,No,0
6671-NGWON,Female,No,No,7,Yes,No,No internet service,Month-to-month,No,Mailed check,20.35,No,0
0595-ITUDF,Male,Yes,Yes,64,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,91.8,No,0
6996-KNSML,Female,No,No,1,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,74.9,Yes,0
1955-IBMMB,Male,No,No,59,Yes,No,No internet service,Two year,Yes,Bank transfer (automatic),20.2,No,0
0096-BXERS,Female,Yes,No,6,Yes,DSL,No,Month-to-month,No,Electronic check,50.35,No,0
3806-YAZOV,Female,No,No,3,Yes,No,No internet service,Month-to-month,No,Mailed check,18.8,No,0
7998-ZLXWN,Female,Yes,No,15,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),20.45,No,0
6253-WRFHY,Male,Yes,Yes,13,Yes,DSL,Yes,One year,Yes,Electronic check,64.75,No,0
9133-AYJZG,Female,No,No,23,Yes,Fiber optic,Yes,Month-to-month,Yes,Credit card (automatic),98.7,No,0
2675-OTVVJ,Male,Yes,No,31,Yes,Fiber optic,Yes,Month-to-month,No,Electronic check,89.45,No,1
8680-CGLTP,Male,No,No,29,Yes,DSL,No,One year,Yes,Electronic check,58.75,No,0
8430-TWCBX,Female,Yes,No,49,Yes,No,No internet service,One year,No,Credit card (automatic),20.7,No,0
5018-GWURO,Female,Yes,No,56,Yes,Fiber optic,Yes,Month-to-month,Yes,Bank transfer (automatic),85.6,No,0
6741-QRLUP,Female,No,No,63,Yes,DSL,No,Two year,Yes,Credit card (automatic),80.3,No,0
4737-HOBAX,Male,Yes,No,63,Yes,DSL,Yes,Two year,No,Credit card (automatic),79.8,No,0
0537-QYZZN,Male,Yes,Yes,24,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,79.85,No,1
3340-QBBFM,Male,Yes,No,36,Yes,DSL,No,One year,No,Credit card (automatic),54.1,No,1
1704-NRWYE,Female,No,No,9,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,80.85,Yes,1
2592-SEIFQ,Male,No,No,3,No,DSL,No,Month-to-month,No,Electronic check,24.75,Yes,0
8200-KLNYW,Female,Yes,No,21,Yes,DSL,Yes,One year,No,Mailed check,80.9,No,0
3372-CDXFJ,Male,Yes,Yes,13,Yes,No,No internet service,One year,No,Bank transfer (automatic),24.5,No,0
4781-ZXYGU,Male,Yes,Yes,1,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.15,No,0
7632-YUTXB,Female,Yes,Yes,25,Yes,No,No internet service,One year,No,Mailed check,20.05,No,0
2718-YSKCS,Male,Yes,Yes,71,Yes,No,No internet service,Two year,Yes,Bank transfer (automatic),19.6,No,0
9896-UYMIE,Male,No,No,66,Yes,Fiber optic,Yes,One year,Yes,Bank transfer (automatic),114.3,No,0
0853-NWIFK,Female,No,No,45,Yes,Fiber optic,Yes,One year,Yes,Electronic check,100.3,No,0
8212-CRQXP,Female,Yes,No,22,Yes,Fiber optic,Yes,Month-to-month,Yes,Credit card (automatic),80,No,0
6980-CDGFC,Female,Yes,No,67,Yes,No,No internet service,One year,Yes,Bank transfer (automatic),20.85,No,0
7691-XVTZH,Female,Yes,No,68,Yes,Fiber optic,Yes,Two year,Yes,Bank transfer (automatic),89.95,No,0
2520-SGTTA,Female,Yes,Yes,0,Yes,No,No internet service,Two year,No,Mailed check,20,No,0
7481-ATQQS,Female,No,No,49,Yes,Fiber optic,No,Month-to-month,Yes,Credit card (automatic),90.85,Yes,1
2277-VWCNI,Female,No,No,4,Yes,DSL,No,Month-to-month,No,Mailed check,48.75,No,1
1088-CNNKB,Male,Yes,No,63,Yes,DSL,No,One year,No,Credit card (automatic),80,No,0
8642-GVWRF,Female,Yes,No,2,Yes,Fiber optic,No,Month-to-month,No,Bank transfer (automatic),79.7,Yes,0
1930-BZLHI,Male,No,No,21,Yes,No,No internet service,One year,Yes,Mailed check,20.35,No,0
3400-ESFUW,Male,Yes,Yes,55,Yes,DSL,No,Two year,No,Bank transfer (automatic),57.55,Yes,0
5868-YTYKS,Male,No,Yes,1,Yes,No,No internet service,Month-to-month,Yes,Mailed check,20.25,No,0
3525-DVKFN,Female,No,No,17,Yes,No,No internet service,Two year,No,Mailed check,19.4,No,0
1482-OXZSY,Male,No,No,30,Yes,Fiber optic,Yes,Month-to-month,Yes,Bank transfer (automatic),100.4,No,0
0377-JBKKT,Male,Yes,Yes,22,Yes,DSL,No,Month-to-month,Yes,Mailed check,57.95,No,0
5778-BVOFB,Female,No,No,9,Yes,DSL,Yes,Month-to-month,Yes,Bank transfer (automatic),59.5,No,0
3373-YZZYM,Male,Yes,Yes,1,Yes,No,No internet service,Month-to-month,No,Mailed check,19.2,No,0
2057-ZBLPD,Female,Yes,No,21,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,86.5,Yes,0
0228-MAUWC,Male,No,No,19,Yes,DSL,No,Month-to-month,No,Electronic check,59.55,No,0
5502-RLUYV,Female,Yes,Yes,69,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,103.95,Yes,0
0023-HGHWL,Male,No,No,1,No,DSL,No,Month-to-month,Yes,Electronic check,25.1,Yes,1
7663-YJHSN,Female,Yes,No,72,Yes,Fiber optic,Yes,Two year,Yes,Bank transfer (automatic),103.95,No,0
4915-BFSXL,Male,Yes,Yes,70,Yes,DSL,Yes,Two year,No,Credit card (automatic),68.95,No,0
3086-RUCRN,Female,No,No,66,Yes,Fiber optic,No,Month-to-month,Yes,Bank transfer (automatic),103.1,No,0
5215-LNLDJ,Female,Yes,Yes,7,No,DSL,No,Month-to-month,Yes,Electronic check,24.7,No,0
7576-JMYWV,Female,Yes,Yes,46,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,110.2,No,1
9039-RBEEE,Male,No,No,39,No,DSL,Yes,Month-to-month,Yes,Credit card (automatic),48.95,Yes,0
0257-KXZGU,Female,Yes,Yes,32,Yes,DSL,No,Month-to-month,No,Bank transfer (automatic),62.45,No,0
1307-ATKGB,Male,No,No,24,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,89.55,No,0
8417-FMLZI,Male,Yes,Yes,6,Yes,Fiber optic,No,Month-to-month,Yes,Credit card (automatic),83.55,Yes,0
3714-XPXBW,Female,No,No,37,Yes,DSL,Yes,Month-to-month,Yes,Credit card (automatic),78.9,No,0
1850-AKQEP,Male,No,Yes,8,Yes,No,No internet service,Month-to-month,No,Mailed check,20.35,No,0
2824-DXNKN,Female,Yes,Yes,72,Yes,DSL,Yes,Two year,Yes,Bank transfer (automatic),71.45,No,0
5227-JSCFE,Male,Yes,No,71,No,DSL,No,Two year,No,Credit card (automatic),46.35,No,1
0848-ZGQIJ,Female,Yes,No,16,Yes,Fiber optic,Yes,Month-to-month,Yes,Bank transfer (automatic),94.65,No,0
3621-CHYVB,Female,Yes,No,57,No,DSL,No,Month-to-month,Yes,Bank transfer (automatic),49.9,No,0
8042-RNLKO,Male,No,No,66,Yes,No,No internet service,One year,No,Bank transfer (automatic),25.45,No,0
1792-UXAFY,Female,No,No,17,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,89.15,Yes,1
5372-FBKBN,Female,No,Yes,21,Yes,No,No internet service,Month-to-month,No,Mailed check,20.75,No,0
0420-TXVSG,Male,Yes,No,66,Yes,DSL,No,Two year,Yes,Credit card (automatic),66.1,No,0
6217-TOWGS,Female,Yes,No,17,Yes,DSL,Yes,Month-to-month,Yes,Bank transfer (automatic),75.4,No,0
0515-YPMCW,Male,No,Yes,1,Yes,Fiber optic,No,Month-to-month,Yes,Mailed check,70.45,Yes,0
0378-XSZPU,Male,Yes,No,58,Yes,DSL,No,One year,No,Credit card (automatic),60.3,Yes,0
1045-LTCYT,Female,Yes,Yes,8,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),21.05,No,0
1544-JJMYL,Male,No,No,27,Yes,DSL,Yes,One year,No,Credit card (automatic),69.35,No,0
4636-JGAAI,Male,Yes,No,34,Yes,Fiber optic,No,Month-to-month,No,Mailed check,88.85,No,0
6874-SGLHU,Male,No,No,30,Yes,Fiber optic,Yes,One year,Yes,Bank transfer (automatic),97,No,0
5951-AOFIH,Male,No,No,33,Yes,DSL,Yes,Month-to-month,Yes,Credit card (automatic),66.4,No,0
4729-XKASR,Male,No,Yes,1,No,DSL,No,Month-to-month,No,Electronic check,24.75,Yes,0
3059-NGMXB,Male,Yes,Yes,14,Yes,DSL,No,Month-to-month,No,Mailed check,69.2,No,0
8652-YHIYU,Female,No,Yes,16,Yes,Fiber optic,No,One year,Yes,Credit card (automatic),79.5,No,0
5278-PNYOX,Female,No,No,49,Yes,Fiber optic,Yes,Two year,No,Credit card (automatic),100.65,No,0
5449-FIBXJ,Male,Yes,Yes,19,Yes,Fiber optic,Yes,Month-to-month,No,Electronic check,103.3,Yes,0
3486-HOOGQ,Female,Yes,Yes,70,Yes,DSL,Yes,Two year,No,Bank transfer (automatic),79.7,No,0
5061-PBXFW,Female,Yes,Yes,32,Yes,DSL,No,Month-to-month,No,Bank transfer (automatic),61.4,No,0
8630-FJLIB,Female,No,No,18,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,69.8,No,0
3891-NLXJB,Male,No,No,37,No,DSL,No,Two year,Yes,Mailed check,40.55,No,0
4749-OJKQU,Female,No,No,4,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,75.65,No,0
0577-WHMEV,Female,Yes,No,16,Yes,Fiber optic,No,Month-to-month,No,Electronic check,90.7,No,0
5453-AXEPF,Male,Yes,No,17,Yes,Fiber optic,No,Month-to-month,Yes,Bank transfer (automatic),80.5,No,0
3639-XJHKQ,Female,No,Yes,19,Yes,DSL,No,Month-to-month,Yes,Electronic check,60.6,No,0
3716-LRGXK,Male,Yes,No,60,Yes,Fiber optic,Yes,Two year,No,Credit card (automatic),101.15,No,0
2263-SFSQZ,Male,Yes,Yes,51,Yes,No,No internet service,Two year,Yes,Mailed check,24.95,No,0
9950-MTGYX,Male,Yes,Yes,28,Yes,No,No internet service,Two year,Yes,Credit card (automatic),20.3,No,0
3397-AVTKU,Male,No,No,43,Yes,DSL,No,Two year,Yes,Electronic check,60,No,0
4825-FUREZ,Male,Yes,No,42,Yes,No,No internet service,Two year,No,Electronic check,20.25,No,0
9837-BMCLM,Male,No,No,3,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,78.5,Yes,0
2672-OJQZP,Female,No,No,1,Yes,DSL,No,Month-to-month,No,Mailed check,44.75,No,0
0137-UDEUO,Female,No,No,3,Yes,No,No internet service,Month-to-month,No,Mailed check,19.85,Yes,0
3134-DSHVC,Female,No,No,63,Yes,Fiber optic,Yes,Two year,No,Credit card (automatic),98,No,0
6161-UUUTA,Male,No,No,3,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,79.9,Yes,1
7821-DPRQE,Male,Yes,No,68,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,107.7,No,0
6543-XRMYR,Female,No,No,30,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,99.7,Yes,1
